019-09-25 09:21:24 -  - TIME GetUpdatesList(request) 0.153 sec
2021-11-11 21:42:13 -  - exec CUpdateClientPartner::GetHTTPPage
2021-11-11 21:42:13 -  - TIME GetUpdatesList(request) 0.243 sec
2021-11-11 21:42:13 -  - exec CUpdateClientPartner::ParseServerData
2021-11-25 14:52:59 -  - exec CUpdateClientPartner::GetUpdatesList
2021-11-25 14:52:59 -  - exec CUpdateClientPartner::__CollectRequestData
2021-11-25 14:52:59 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=7427&TYPENC=F&CLIENT_PHPVER=7.4.19&NGINX=Y&dbv=5.7.33&instm=main%2C21.850.800%2CN%3Bperfmon%2C21.0.0%2CN%3Bcurrency%2C21.200.0%2CN%3Bmessageservice%2C21.200.0%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Biblock%2C21.600.100%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bforum%2C21.200.100%2CN%3Bgoodde.yandexturbo%2C2.0.1%2CN%3Bscale%2C21.0.0%2CN%3Bui%2C21.700.100%2CN%3Bstoreassist%2C21.0.0%2CN%3Beshopapp%2C16.5.0%2CN%3Bblog%2C21.300.0%2CN%3Breport%2C21.200.0%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bseo%2C21.400.0%2CN%3Bsecurity%2C21.100.100%2CN%3Basd.iblock%2C4.8.4%2CN%3Bb24connector%2C21.100.0%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bsearch%2C21.0.100%2CN%3Bcatalog%2C21.400.0%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bsubscribe%2C21.0.0%2CN%3Bbitrixcloud%2C21.0.0%2CN%3Bphotogallery%2C21.200.0%2CN%3Btranslate%2C21.100.0%2CN%3Bbizsolutions.sms%2C1.6.15%2CN%3Bfileman%2C21.300.0%2CN%3Bsocialservices%2C21.300.0%2CN%3Bipol.sdek%2C3.10.3%2CN%3Blanding%2C21.600.100%2CN%3Bclouds%2C21.100.0%2CN%3Bgoodde.yandexturboapi%2C3.5.5%2CN%3Bconversion%2C21.0.0%2CN%3Bvote%2C21.0.0%2CN%3Bhighloadblock%2C21.100.0%2CN%3Bsender%2C21.400.0%2CN%3Bims.register%2C0.7.3%2CN%3Bpull%2C21.300.0%2CN%3Bsale%2C21.600.200%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Brest%2C21.300.200%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Babtest%2C21.0.0%2CN%3Bmobileapp%2C21.0.100%2CN%3Bform%2C21.0.0%2CN%3Bwebdebug.callme%2C1.0.3%2CN&reqm=goodde.iblockprops%2Cbeono.flashmessage%2Cgoodde.yandexturbo%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Cgoodde.redirect%2Casd.iblock%2Cbxmod.propfilter%2Crarus.sms4b%2Cbizsolutions.sms%2Cipol.sdek%2Cgoodde.yandexturboapi%2Cims.register%2Cbitrix.liveapi%2Cgoodde.recaptcha%2Cbitrix.mpbuilder%2Cwebdebug.callme&fullmoduleinfo=Y&SUPD_SRS=RU&SUPD_CMP=N
2021-11-25 14:52:59 -  - exec CUpdateClientPartner::GetHTTPPage
2021-11-25 14:52:59 -  - TIME GetUpdatesList(request) 0.212 sec
2021-11-25 14:52:59 -  - exec CUpdateClientPartner::ParseServerData
2021-11-25 14:53:02 -  - exec CUpdateClientPartner::GetUpdatesList
2021-11-25 14:53:02 -  - exec CUpdateClientPartner::__CollectRequestData
2021-11-25 14:53:02 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=7427&TYPENC=F&CLIENT_PHPVER=7.4.19&NGINX=Y&dbv=5.7.33&instm=main%2C21.850.800%2CN%3Bperfmon%2C21.0.0%2CN%3Bcurrency%2C21.200.0%2CN%3Bmessageservice%2C21.200.0%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Biblock%2C21.600.100%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bforum%2C21.200.100%2CN%3Bgoodde.yandexturbo%2C2.0.1%2CN%3Bscale%2C21.0.0%2CN%3Bui%2C21.700.100%2CN%3Bstoreassist%2C21.0.0%2CN%3Beshopapp%2C16.5.0%2CN%3Bblog%2C21.300.0%2CN%3Breport%2C21.200.0%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bseo%2C21.400.0%2CN%3Bsecurity%2C21.100.100%2CN%3Basd.iblock%2C4.8.4%2CN%3Bb24connector%2C21.100.0%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bsearch%2C21.0.100%2CN%3Bcatalog%2C21.400.0%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bsubscribe%2C21.0.0%2CN%3Bbitrixcloud%2C21.0.0%2CN%3Bphotogallery%2C21.200.0%2CN%3Btranslate%2C21.100.0%2CN%3Bbizsolutions.sms%2C1.6.15%2CN%3Bfileman%2C21.300.0%2CN%3Bsocialservices%2C21.300.0%2CN%3Bipol.sdek%2C3.10.3%2CN%3Blanding%2C21.600.100%2CN%3Bclouds%2C21.100.0%2CN%3Bgoodde.yandexturboapi%2C3.5.5%2CN%3Bconversion%2C21.0.0%2CN%3Bvote%2C21.0.0%2CN%3Bhighloadblock%2C21.100.0%2CN%3Bsender%2C21.400.0%2CN%3Bims.register%2C0.7.3%2CN%3Bpull%2C21.300.0%2CN%3Bsale%2C21.600.200%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Brest%2C21.300.200%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Babtest%2C21.0.0%2CN%3Bmobileapp%2C21.0.100%2CN%3Bform%2C21.0.0%2CN%3Bwebdebug.callme%2C1.0.3%2CN&reqm=goodde.iblockprops%2Cbeono.flashmessage%2Cgoodde.yandexturbo%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Cgoodde.redirect%2Casd.iblock%2Cbxmod.propfilter%2Crarus.sms4b%2Cbizsolutions.sms%2Cipol.sdek%2Cgoodde.yandexturboapi%2Cims.register%2Cbitrix.liveapi%2Cgoodde.recaptcha%2Cbitrix.mpbuilder%2Cwebdebug.callme&SUPD_SRS=RU&SUPD_CMP=N
2021-11-25 14:53:02 -  - exec CUpdateClientPartner::GetHTTPPage
2021-11-25 14:53:02 -  - TIME GetUpdatesList(request) 0.146 sec
2021-11-25 14:53:02 -  - exec CUpdateClientPartner::ParseServerData
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::LoadModulesUpdates
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::__CollectRequestData
2021-11-25 14:53:12 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=7427&TYPENC=F&CLIENT_PHPVER=7.4.19&NGINX=Y&dbv=5.7.33&instm=main%2C21.850.800%2CN%3Bperfmon%2C21.0.0%2CN%3Bcurrency%2C21.200.0%2CN%3Bmessageservice%2C21.200.0%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Biblock%2C21.600.100%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bforum%2C21.200.100%2CN%3Bgoodde.yandexturbo%2C2.0.1%2CN%3Bscale%2C21.0.0%2CN%3Bui%2C21.700.100%2CN%3Bstoreassist%2C21.0.0%2CN%3Beshopapp%2C16.5.0%2CN%3Bblog%2C21.300.0%2CN%3Breport%2C21.200.0%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bseo%2C21.400.0%2CN%3Bsecurity%2C21.100.100%2CN%3Basd.iblock%2C4.8.4%2CN%3Bb24connector%2C21.100.0%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bsearch%2C21.0.100%2CN%3Bcatalog%2C21.400.0%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bsubscribe%2C21.0.0%2CN%3Bbitrixcloud%2C21.0.0%2CN%3Bphotogallery%2C21.200.0%2CN%3Btranslate%2C21.100.0%2CN%3Bbizsolutions.sms%2C1.6.15%2CN%3Bfileman%2C21.300.0%2CN%3Bsocialservices%2C21.300.0%2CN%3Bipol.sdek%2C3.10.3%2CN%3Blanding%2C21.600.100%2CN%3Bclouds%2C21.100.0%2CN%3Bgoodde.yandexturboapi%2C3.5.5%2CN%3Bconversion%2C21.0.0%2CN%3Bvote%2C21.0.0%2CN%3Bhighloadblock%2C21.100.0%2CN%3Bsender%2C21.400.0%2CN%3Bims.register%2C0.7.3%2CN%3Bpull%2C21.300.0%2CN%3Bsale%2C21.600.200%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Brest%2C21.300.200%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Babtest%2C21.0.0%2CN%3Bmobileapp%2C21.0.100%2CN%3Bform%2C21.0.0%2CN%3Bwebdebug.callme%2C1.0.3%2CN&reqm=asd.iblock&lim=Y&SUPD_SRS=RU&SUPD_CMP=N
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::GetHTTPPage
2021-11-25 14:53:12 -  - TIME LoadModulesUpdates(request) 0.137 sec
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::ParseServerData
2021-11-25 14:53:12 - S - STEP
2021-11-25 14:53:12 - LMU01 - LoadModulesUpdates-Step
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::LoadModulesUpdates
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::ParseServerData
2021-11-25 14:53:12 -  - loadFile
2021-11-25 14:53:12 - U - RETURN
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::UnGzipArchive
2021-11-25 14:53:12 -  - TIME UnGzipArchive 0.003 sec
2021-11-25 14:53:12 - CSURUS1 - Run updater '/bitrix/updates/update_m1637841192/asd.iblock/updater4.8.5.php'
2021-11-25 14:53:12 -  - TIME UpdateStepModules 0.007 sec
2021-11-25 14:53:12 - UPD_SUCCESS - Updated: asd.iblock (4.8.5)<br><li>Исправлено отображение свойства типа \"Простой чекбокс (число)\".
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::LoadModulesUpdates
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::__CollectRequestData
2021-11-25 14:53:12 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=7427&TYPENC=F&CLIENT_PHPVER=7.4.19&NGINX=Y&dbv=5.7.33&instm=main%2C21.850.800%2CN%3Bperfmon%2C21.0.0%2CN%3Bcurrency%2C21.200.0%2CN%3Bmessageservice%2C21.200.0%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Biblock%2C21.600.100%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bforum%2C21.200.100%2CN%3Bgoodde.yandexturbo%2C2.0.1%2CN%3Bscale%2C21.0.0%2CN%3Bui%2C21.700.100%2CN%3Bstoreassist%2C21.0.0%2CN%3Beshopapp%2C16.5.0%2CN%3Bblog%2C21.300.0%2CN%3Breport%2C21.200.0%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bseo%2C21.400.0%2CN%3Bsecurity%2C21.100.100%2CN%3Basd.iblock%2C4.8.5%2CN%3Bb24connector%2C21.100.0%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bsearch%2C21.0.100%2CN%3Bcatalog%2C21.400.0%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bsubscribe%2C21.0.0%2CN%3Bbitrixcloud%2C21.0.0%2CN%3Bphotogallery%2C21.200.0%2CN%3Btranslate%2C21.100.0%2CN%3Bbizsolutions.sms%2C1.6.15%2CN%3Bfileman%2C21.300.0%2CN%3Bsocialservices%2C21.300.0%2CN%3Bipol.sdek%2C3.10.3%2CN%3Blanding%2C21.600.100%2CN%3Bclouds%2C21.100.0%2CN%3Bgoodde.yandexturboapi%2C3.5.5%2CN%3Bconversion%2C21.0.0%2CN%3Bvote%2C21.0.0%2CN%3Bhighloadblock%2C21.100.0%2CN%3Bsender%2C21.400.0%2CN%3Bims.register%2C0.7.3%2CN%3Bpull%2C21.300.0%2CN%3Bsale%2C21.600.200%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Brest%2C21.300.200%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Babtest%2C21.0.0%2CN%3Bmobileapp%2C21.0.100%2CN%3Bform%2C21.0.0%2CN%3Bwebdebug.callme%2C1.0.3%2CN&reqm=asd.iblock&lim=Y&SUPD_SRS=RU&SUPD_CMP=N
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::GetHTTPPage
2021-11-25 14:53:12 -  - TIME LoadModulesUpdates(request) 0.137 sec
2021-11-25 14:53:12 -  - exec CUpdateClientPartner::ParseServerData
2021-11-25 14:53:12 - STEP - Finish - NOUPDATES
2021-11-25 14:53:12 - STEP - Finish - NOUPDATES
2021-12-10 11:58:09 -  - exec CUpdateClientPartner::GetUpdatesList
2021-12-10 11:58:09 -  - exec CUpdateClientPartner::__CollectRequestData
2021-12-10 11:58:09 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=7463&TYPENC=F&CLIENT_PHPVER=7.4.19&NGINX=Y&dbv=5.7.33&instm=main%2C21.850.1000%2CN%3Bperfmon%2C21.0.0%2CN%3Bcurrency%2C21.200.0%2CN%3Bmessageservice%2C21.200.0%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Biblock%2C21.600.300%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bforum%2C21.300.100%2CN%3Bgoodde.yandexturbo%2C2.0.1%2CN%3Bscale%2C21.0.0%2CN%3Bui%2C21.700.100%2CN%3Bstoreassist%2C21.0.0%2CN%3Beshopapp%2C16.5.0%2CN%3Bblog%2C21.300.0%2CN%3Breport%2C21.300.0%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bseo%2C21.600.0%2CN%3Bsecurity%2C21.100.100%2CN%3Basd.iblock%2C4.8.5%2CN%3Bb24connector%2C21.100.0%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bsearch%2C21.0.100%2CN%3Bcatalog%2C21.400.100%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bsubscribe%2C21.0.0%2CN%3Bbitrixcloud%2C21.0.0%2CN%3Bphotogallery%2C21.200.0%2CN%3Btranslate%2C21.100.0%2CN%3Bbizsolutions.sms%2C1.6.15%2CN%3Bfileman%2C21.300.0%2CN%3Bsocialservices%2C21.300.0%2CN%3Bipol.sdek%2C3.10.3%2CN%3Blanding%2C21.700.0%2CN%3Bclouds%2C21.100.0%2CN%3Bgoodde.yandexturboapi%2C3.5.5%2CN%3Bconversion%2C21.0.0%2CN%3Bvote%2C21.0.0%2CN%3Bhighloadblock%2C21.100.0%2CN%3Bsender%2C21.400.0%2CN%3Bims.register%2C0.7.3%2CN%3Bpull%2C22.0.0%2CN%3Bsale%2C21.700.100%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Brest%2C21.400.200%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Babtest%2C21.0.0%2CN%3Bmobileapp%2C21.0.100%2CN%3Bform%2C21.0.0%2CN%3Bwebdebug.callme%2C1.0.3%2CN&reqm=goodde.iblockprops%2Cbeono.flashmessage%2Cgoodde.yandexturbo%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Cgoodde.redirect%2Casd.iblock%2Cbxmod.propfilter%2Crarus.sms4b%2Cbizsolutions.sms%2Cipol.sdek%2Cgoodde.yandexturboapi%2Cims.register%2Cbitrix.liveapi%2Cgoodde.recaptcha%2Cbitrix.mpbuilder%2Cwebdebug.callme&SUPD_SRS=RU&SUPD_CMP=N
2021-12-10 11:58:09 -  - exec CUpdateClientPartner::GetHTTPPage
2021-12-10 11:58:10 -  - TIME GetUpdatesList(request) 0.837 sec
2021-12-10 11:58:10 -  - exec CUpdateClientPartner::ParseServerData
2021-12-24 09:16:23 -  - exec CUpdateClientPartner::GetUpdatesList
2021-12-24 09:16:23 -  - exec CUpdateClientPartner::__CollectRequestData
2021-12-24 09:16:23 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=7497&TYPENC=F&CLIENT_PHPVER=7.4.19&NGINX=Y&dbv=5.7.33&instm=main%2C21.900.0%2CN%3Bperfmon%2C21.0.0%2CN%3Bcurrency%2C21.200.0%2CN%3Bmessageservice%2C21.300.0%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Biblock%2C21.600.300%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bforum%2C21.300.100%2CN%3Bgoodde.yandexturbo%2C2.0.1%2CN%3Bscale%2C21.0.0%2CN%3Bui%2C21.900.0%2CN%3Bstoreassist%2C21.0.0%2CN%3Beshopapp%2C16.5.0%2CN%3Bblog%2C21.300.0%2CN%3Breport%2C21.300.0%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Bgoodde.redirect%2C1.0.0%2CN%3Bseo%2C21.600.0%2CN%3Bsecurity%2C21.200.0%2CN%3Basd.iblock%2C4.8.5%2CN%3Bb24connector%2C21.100.0%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bsearch%2C21.0.100%2CN%3Bcatalog%2C21.400.100%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bsubscribe%2C21.0.0%2CN%3Bbitrixcloud%2C21.0.0%2CN%3Bphotogallery%2C21.200.0%2CN%3Btranslate%2C21.100.0%2CN%3Bbizsolutions.sms%2C1.6.15%2CN%3Bfileman%2C21.500.0%2CN%3Bsocialservices%2C21.300.0%2CN%3Bipol.sdek%2C3.10.3%2CN%3Blanding%2C21.700.0%2CN%3Bclouds%2C21.100.0%2CN%3Bgoodde.yandexturboapi%2C3.5.6%2CN%3Bconversion%2C21.0.0%2CN%3Bvote%2C21.0.0%2CN%3Bhighloadblock%2C21.200.0%2CN%3Bsender%2C21.500.0%2CN%3Bims.register%2C0.7.3%2CN%3Bpull%2C22.0.0%2CN%3Bsale%2C21.700.200%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Brest%2C21.400.200%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Babtest%2C21.0.0%2CN%3Bmobileapp%2C21.0.100%2CN%3Bform%2C21.0.0%2CN%3Bwebdebug.callme%2C1.0.3%2CN&reqm=goodde.iblockprops%2Cbeono.flashmessage%2Cgoodde.yandexturbo%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Cgoodde.redirect%2Casd.iblock%2Cbxmod.propfilter%2Crarus.sms4b%2Cbizsolutions.sms%2Cipol.sdek%2Cgoodde.yandexturboapi%2Cims.register%2Cbitrix.liveapi%2Cgoodde.recaptcha%2Cbitrix.mpbuilder%2Cwebdebug.callme&SUPD_SRS=RU&SUPD_CMP=N
2021-12-24 09:16:23 -  - exec CUpdateClientPartner::GetHTTPPage
2021-12-24 09:16:23 -  - TIME GetUpdatesList(request) 0.238 sec
2021-12-24 09:16:23 -  - exec CUpdateClientPartner::ParseServerData
2022-01-11 08:51:29 -  - exec CUpdateClientPartner::GetUpdatesList
2022-01-11 08:51:29 -  - exec CUpdateClientPartner::__CollectRequestData
2022-01-11 08:51:29 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=7538&TYPENC=F&CLIENT_PHPVER=7.4.19&NGINX=Y&dbv=5.7.33&instm=main%2C21.900.0%2CN%3Bperfmon%2C21.0.0%2CN%3Bcurrency%2C21.300.0%2CN%3Bmessageservice%2C21.400.0%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Biblock%2C21.600.300%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bforum%2C21.300.100%2CN%3Bgoodde.yandexturbo%2C2.0.1%2CN%3Bscale%2C21.0.0%2CN%3Bui%2C21.1100.0%2CN%3Bstoreassist%2C21.0.0%2CN%3Beshopapp%2C16.5.0%2CN%3Bblog%2C21.300.0%2CN%3Breport%2C21.400.0%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Bgoodde.redirect%2C1.0.0%2CN%3Bseo%2C21.600.0%2CN%3Bsecurity%2C21.200.0%2CN%3Basd.iblock%2C4.8.5%2CN%3Bb24connector%2C21.100.0%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bsearch%2C21.0.100%2CN%3Bcatalog%2C21.400.100%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bsubscribe%2C21.0.0%2CN%3Bbitrixcloud%2C21.0.0%2CN%3Bphotogallery%2C21.200.0%2CN%3Btranslate%2C21.100.0%2CN%3Bbizsolutions.sms%2C1.6.15%2CN%3Bfileman%2C21.500.0%2CN%3Bsocialservices%2C21.400.0%2CN%3Bipol.sdek%2C3.10.3%2CN%3Blanding%2C21.700.0%2CN%3Bclouds%2C21.100.0%2CN%3Bgoodde.yandexturboapi%2C3.5.6%2CN%3Bconversion%2C21.0.0%2CN%3Bvote%2C21.0.0%2CN%3Bhighloadblock%2C21.200.0%2CN%3Bsender%2C21.600.0%2CN%3Bims.register%2C0.7.3%2CN%3Bpull%2C22.0.0%2CN%3Bsale%2C21.700.200%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Brest%2C21.500.100%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Babtest%2C21.0.0%2CN%3Bmobileapp%2C21.0.200%2CN%3Bform%2C21.0.0%2CN%3Bwebdebug.callme%2C1.0.3%2CN&reqm=goodde.iblockprops%2Cbeono.flashmessage%2Cgoodde.yandexturbo%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Cgoodde.redirect%2Casd.iblock%2Cbxmod.propfilter%2Crarus.sms4b%2Cbizsolutions.sms%2Cipol.sdek%2Cgoodde.yandexturboapi%2Cims.register%2Cbitrix.liveapi%2Cgoodde.recaptcha%2Cbitrix.mpbuilder%2Cwebdebug.callme&fullmoduleinfo=Y&SUPD_SRS=RU&SUPD_CMP=N
2022-01-11 08:51:29 -  - exec CUpdateClientPartner::GetHTTPPage
2022-01-11 08:51:29 -  - TIME GetUpdatesList(request) 0.266 sec
2022-01-11 08:51:29 -  - exec CUpdateClientPartner::ParseServerData
2022-01-11 08:51:31 -  - exec CUpdateClientPartner::GetUpdatesList
2022-01-11 08:51:31 -  - exec CUpdateClientPartner::__CollectRequestData
2022-01-11 08:51:31 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=7538&TYPENC=F&CLIENT_PHPVER=7.4.19&NGINX=Y&dbv=5.7.33&instm=main%2C21.900.0%2CN%3Bperfmon%2C21.0.0%2CN%3Bcurrency%2C21.300.0%2CN%3Bmessageservice%2C21.400.0%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Biblock%2C21.600.300%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bforum%2C21.300.100%2CN%3Bgoodde.yandexturbo%2C2.0.1%2CN%3Bscale%2C21.0.0%2CN%3Bui%2C21.1100.0%2CN%3Bstoreassist%2C21.0.0%2CN%3Beshopapp%2C16.5.0%2CN%3Bblog%2C21.300.0%2CN%3Breport%2C21.400.0%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Bgoodde.redirect%2C1.0.0%2CN%3Bseo%2C21.600.0%2CN%3Bsecurity%2C21.200.0%2CN%3Basd.iblock%2C4.8.5%2CN%3Bb24connector%2C21.100.0%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bsearch%2C21.0.100%2CN%3Bcatalog%2C21.400.100%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bsubscribe%2C21.0.0%2CN%3Bbitrixcloud%2C21.0.0%2CN%3Bphotogallery%2C21.200.0%2CN%3Btranslate%2C21.100.0%2CN%3Bbizsolutions.sms%2C1.6.15%2CN%3Bfileman%2C21.500.0%2CN%3Bsocialservices%2C21.400.0%2CN%3Bipol.sdek%2C3.10.3%2CN%3Blanding%2C21.700.0%2CN%3Bclouds%2C21.100.0%2CN%3Bgoodde.yandexturboapi%2C3.5.6%2CN%3Bconversion%2C21.0.0%2CN%3Bvote%2C21.0.0%2CN%3Bhighloadblock%2C21.200.0%2CN%3Bsender%2C21.600.0%2CN%3Bims.register%2C0.7.3%2CN%3Bpull%2C22.0.0%2CN%3Bsale%2C21.700.200%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Brest%2C21.500.100%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Babtest%2C21.0.0%2CN%3Bmobileapp%2C21.0.200%2CN%3Bform%2C21.0.0%2CN%3Bwebdebug.callme%2C1.0.3%2CN&reqm=goodde.iblockprops%2Cbeono.flashmessage%2Cgoodde.yandexturbo%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Cgoodde.redirect%2Casd.iblock%2Cbxmod.propfilter%2Crarus.sms4b%2Cbizsolutions.sms%2Cipol.sdek%2Cgoodde.yandexturboapi%2Cims.register%2Cbitrix.liveapi%2Cgoodde.recaptcha%2Cbitrix.mpbuilder%2Cwebdebug.callme&SUPD_SRS=RU&SUPD_CMP=N
2022-01-11 08:51:31 -  - exec CUpdateClientPartner::GetHTTPPage
2022-01-11 08:51:32 -  - TIME GetUpdatesList(request) 0.182 sec
2022-01-11 08:51:32 -  - exec CUpdateClientPartner::ParseServerData
2022-01-11 08:51:48 -  - exec CUpdateClientPartner::LoadModulesUpdates
2022-01-11 08:51:48 -  - exec CUpdateClientPartner::__CollectRequestData
